task,filter,noise,optimizer,seed,steps,lr,t_eps,final_grad_norm_sq,final_loss,holdout_metric,elapsed_s
logistic,F4,N5,adamw,2,2000,0.05,740,0.05386950164971227,0.87215869584527,0.757,2.8804066560041974
logistic,F4,N5,adamw,3,2000,0.05,1676,0.042145692985101374,1.0475968818262555,0.805,2.7952448349969927
logistic,F4,N5,adamw,4,2000,0.05,1029,0.027373385050355626,0.5593897332323258,0.793,2.7264022140007
logistic,F4,N6,sgd,0,2000,0.05,327,0.00424660898170387,0.3314466282105402,0.827,2.6801639780023834
logistic,F4,N6,sgd,1,2000,0.05,390,0.0035872169761818748,0.34657905894819585,0.839,4.456541627005208
logistic,F4,N6,sgd,2,2000,0.05,350,0.0039488829602147574,0.33172989185287305,0.848,4.458694187000219
logistic,F4,N6,sgd,3,2000,0.05,326,0.007399937905941605,0.3520191546817082,0.83,4.46913699900324
logistic,F4,N6,sgd,4,2000,0.05,326,0.0051550396157273295,0.3327229256234493,0.835,4.466514366999036
logistic,F4,N6,adam,0,2000,0.05,622,0.018171554481878776,0.5745733860918364,0.809,4.4913740170013625
logistic,F4,N6,adam,1,2000,0.05,691,0.01737390826649981,0.5569661903693596,0.826,4.492924193997169
logistic,F4,N6,adam,2,2000,0.05,369,0.01698883135221196,0.49058752416527385,0.817,4.492917253999622
logistic,F4,N6,adam,3,2000,0.05,613,0.022037221346864727,0.5297661409459512,0.799,2.939665147001506
logistic,F4,N6,adam,4,2000,0.05,124,0.020115307999106928,0.46650749159432314,0.809,4.498686096994788
logistic,F4,N6,adamw,0,2000,0.05,622,0.018272334318858403,0.5731904583199234,0.809,2.766453292002552
logistic,F4,N6,adamw,1,2000,0.05,691,0.017404882045133043,0.5565018660067068,0.826,2.7176225220027845
logistic,F4,N6,adamw,2,2000,0.05,369,0.016998959580212927,0.49025902849241154,0.817,2.716779347996635
logistic,F4,N6,adamw,3,2000,0.05,613,0.022060291494871823,0.5294523701909145,0.799,2.7036961000048905
logistic,F4,N6,adamw,4,2000,0.05,124,0.020128027829676785,0.4663290099058847,0.809,2.948748351998802
logistic,F7,N5,sgd,0,2000,0.05,554,0.011831587629238347,0.38826099722925356,0.819,2.919857080996735
logistic,F7,N5,sgd,1,2000,0.05,398,0.009724750826856787,0.3757704104473412,0.822,2.896369935995608
logistic,F7,N5,sgd,2,2000,0.05,685,0.021693835464082302,0.42150548971988144,0.794,4.7217324240045855
logistic,F7,N5,sgd,3,2000,0.05,402,0.020050446843125343,0.4481626469881979,0.826,4.729338197998004
logistic,F7,N5,sgd,4,2000,0.05,652,0.012158155475319808,0.37071074666662907,0.806,4.742407862999244
logistic,F7,N5,adam,0,2000,0.05,-1,0.019197894151759244,0.6052296572750528,0.801,4.745229504995223
logistic,F7,N5,adam,1,2000,0.05,-1,0.018857020123483226,0.507961754817761,0.809,4.7288845110015245
logistic,F7,N5,adam,2,2000,0.05,742,0.045941689812748016,0.6833980677661836,0.767,4.721783969005628
logistic,F7,N5,adam,3,2000,0.05,-1,0.035150334122493875,0.7859899651559056,0.806,4.721776288999536
logistic,F7,N5,adam,4,2000,0.05,767,0.02250858908805202,0.4792368901070174,0.792,4.7419679459999315
logistic,F7,N5,adamw,0,2000,0.05,-1,0.019248805660501075,0.6039571942864969,0.801,2.90411476999725
logistic,F7,N5,adamw,1,2000,0.05,-1,0.01890674666550391,0.5076326829795696,0.809,3.125361474005331
logistic,F7,N5,adamw,2,2000,0.05,742,0.04603664520072556,0.6829599221205569,0.768,2.943674373003887
logistic,F7,N5,adamw,3,2000,0.05,-1,0.0352536706130519,0.7849307128283509,0.806,2.9529842550036847
logistic,F7,N5,adamw,4,2000,0.05,767,0.022601100153536766,0.47885158254452265,0.792,4.777894457001821
logistic,F7,N6,sgd,0,2000,0.05,328,0.004263704821412492,0.3297785981436024,0.834,4.73299419599789
logistic,F7,N6,sgd,1,2000,0.05,378,0.003571954849583885,0.3461973694834571,0.834,3.0751555070019094
logistic,F7,N6,sgd,2,2000,0.05,354,0.004323540647839151,0.3335387455799516,0.85,4.7244535150020965
logistic,F7,N6,sgd,3,2000,0.05,319,0.006554975133505658,0.3478414417659397,0.833,4.772366887998942
logistic,F7,N6,sgd,4,2000,0.05,295,0.005028268929554475,0.3320754321227678,0.838,4.736921579002228
logistic,F7,N6,adam,0,2000,0.05,616,0.019370661114393152,0.5114605983592087,0.808,4.736949307996838
logistic,F7,N6,adam,1,2000,0.05,630,0.013593523935311276,0.48176446442903215,0.825,4.73703547900368
logistic,F7,N6,adam,2,2000,0.05,365,0.015483150976542548,0.44157248263410437,0.82,3.1115410959973815
logistic,F7,N6,adam,3,2000,0.05,615,0.019139209754523594,0.4653042052325229,0.808,2.891759796999395
logistic,F7,N6,adam,4,2000,0.05,117,0.013876858807437241,0.4014168587679176,0.818,2.915257931999804
logistic,F7,N6,adamw,0,2000,0.05,616,0.01948737692602787,0.5108016144659769,0.808,4.732306865000282
logistic,F7,N6,adamw,1,2000,0.05,630,0.01361929289903363,0.4814230578540569,0.825,3.016158528997039
logistic,F7,N6,adamw,2,2000,0.05,365,0.015493454341263556,0.4414050220425177,0.82,2.923203183003352
logistic,F7,N6,adamw,3,2000,0.05,615,0.019155278685908293,0.46501922993875255,0.808,2.926610727998195
logistic,F7,N6,adamw,4,2000,0.05,117,0.013880496133212872,0.40120661559932613,0.818,3.1139946699986467
logistic,F8,N5,sgd,0,2000,0.05,555,0.011658289220673794,0.3868114918801535,0.821,4.661301039996033
logistic,F8,N5,sgd,1,2000,0.05,399,0.00943147401787523,0.3749733614666339,0.819,4.628082932002144
logistic,F8,N5,sgd,2,2000,0.05,686,0.02159473628198259,0.4210601394224068,0.801,4.629261162997864
logistic,F8,N5,sgd,3,2000,0.05,403,0.020191502958453147,0.4486252309642435,0.826,4.653403960001015
logistic,F8,N5,sgd,4,2000,0.05,653,0.012025547427512497,0.3702714135561719,0.809,4.6423862610026845
logistic,F8,N5,adam,0,2000,0.05,-1,0.019350455645056573,0.6074434282865547,0.801,4.66170086600323
logistic,F8,N5,adam,1,2000,0.05,-1,0.01854332822032674,0.5061775124888508,0.811,4.661690645996714
logistic,F8,N5,adam,2,2000,0.05,743,0.04641318605454118,0.6886821497372542,0.766,4.640797681000549
logistic,F8,N5,adam,3,2000,0.05,-1,0.03520034025890291,0.7862367310374796,0.806,2.855015786997683
logistic,F8,N5,adam,4,2000,0.05,769,0.02207060099591574,0.4766709935518934,0.795,2.927192286995705
logistic,F8,N5,adamw,0,2000,0.05,-1,0.019403091249749576,0.6061840949704677,0.801,2.8311513399967225
logistic,F8,N5,adamw,1,2000,0.05,-1,0.018591082980410942,0.5058337829107864,0.81,3.1056259270044393
logistic,F8,N5,adamw,2,2000,0.05,743,0.0465089603713884,0.6882511469979563,0.766,2.85956747399905
logistic,F8,N5,adamw,3,2000,0.05,-1,0.0353036553237676,0.7851730949531789,0.806,4.6875303400011035
logistic,F8,N5,adamw,4,2000,0.05,769,0.02216044287381957,0.4762745139770193,0.794,4.634800066000025
logistic,F8,N6,sgd,0,2000,0.05,329,0.004242627387963195,0.32957545490249385,0.834,2.861968853001599
logistic,F8,N6,sgd,1,2000,0.05,379,0.003422690276371404,0.3455485166465786,0.832,2.905195573999663
logistic,F8,N6,sgd,2,2000,0.05,355,0.004063619962830708,0.332292358484007,0.851,4.634268970003177
logistic,F8,N6,sgd,3,2000,0.05,320,0.006657359589255785,0.3484653368178124,0.833,4.688385429006303
logistic,F8,N6,sgd,4,2000,0.05,296,0.005059949330381714,0.33220613518620135,0.838,4.6721297669937485
logistic,F8,N6,adam,0,2000,0.05,616,0.020290904743514557,0.5096182662211722,0.804,3.110508343001129
logistic,F8,N6,adam,1,2000,0.05,631,0.013768409601842977,0.4842988408696052,0.826,4.683082833995286
logistic,F8,N6,adam,2,2000,0.05,367,0.01638690778324488,0.4486610017680604,0.818,4.683071594001376
logistic,F8,N6,adam,3,2000,0.05,616,0.019519762925382902,0.4701967539102992,0.808,4.5386436420012615
logistic,F8,N6,adam,4,2000,0.05,120,0.014043706856781782,0.4038191373622775,0.818,2.9130780979976407
logistic,F8,N6,adamw,0,2000,0.05,616,0.02040393676649712,0.5090836835732391,0.804,2.825927539000986
logistic,F8,N6,adamw,1,2000,0.05,631,0.013794867523837613,0.48395876043272357,0.826,2.8201676329990732
logistic,F8,N6,adamw,2,2000,0.05,367,0.016398595655619592,0.44849445889432654,0.818,3.0158647680000286
logistic,F8,N6,adamw,3,2000,0.05,616,0.019536362813664748,0.4699026744911377,0.807,2.9796275720000267
logistic,F8,N6,adamw,4,2000,0.05,120,0.014047697720131693,0.40360705699705407,0.818,2.9880567500003963
