task,filter,noise,optimizer,seed,steps,lr,t_eps,final_grad_norm_sq,final_loss,holdout_metric,elapsed_s
quadratic,F1,N4,adam,2,2000,0.01,-1,5.894145530984302,0.9072282854769202,1.0338737557327304,9.2118738660065
quadratic,F1,N4,adam,3,2000,0.01,-1,4.629490344110588,0.534774560922834,0.6791519077811884,9.240031319000991
quadratic,F1,N4,adam,4,2000,0.01,-1,4.013584340279133,0.3331805904788268,0.5917748496230777,9.325592160996166
quadratic,F1,N4,adamw,0,2000,0.01,-1,7.741269566168563,0.5657291668194966,0.6369472857587161,6.988373039996077
quadratic,F1,N4,adamw,1,2000,0.01,-1,3.996055725546499,0.3045185702938571,0.4822976827436543,8.807074242002273
quadratic,F1,N4,adamw,2,2000,0.01,-1,5.893569077348492,0.9070997013263269,1.0337962370508769,5.0088437300000805
quadratic,F1,N4,adamw,3,2000,0.01,-1,4.629288762740302,0.534732347356982,0.6791174794036087,5.179170160998183
quadratic,F1,N4,adamw,4,2000,0.01,-1,4.013397019303535,0.33315015314310614,0.5917406959190351,5.101742300001206
quadratic,F2,N1,sgd,0,2000,0.01,-1,0.3107729210597102,-0.1387525026116201,0.16545381581019253,1.8924473759980174
quadratic,F2,N1,sgd,1,2000,0.01,-1,0.5036358039239054,-0.012699592212358946,0.17463990175959135,0.9697452670006896
quadratic,F2,N1,sgd,2,2000,0.01,-1,0.27663214345756504,-0.0762607112591468,0.19935280926642646,0.9840650300029665
quadratic,F2,N1,sgd,3,2000,0.01,-1,0.41548946573756984,-0.009645196607384263,0.16424770609173026,0.9897930710067158
quadratic,F2,N1,sgd,4,2000,0.01,-1,0.4541391573627861,-0.015828989690684164,0.18255938872968844,0.9695727539947256
quadratic,F2,N1,adam,0,2000,0.01,-1,58.42420746718441,3.123765143956651,0.8906639831379515,1.8711973829995259
quadratic,F2,N1,adam,1,2000,0.01,-1,50.10339387061073,2.6527355812894235,0.789332817600101,1.8945888200032641
quadratic,F2,N1,adam,2,2000,0.01,-1,87.72173389022757,4.6866765116140146,1.0544388335485149,1.8845521219991497
quadratic,F2,N1,adam,3,2000,0.01,-1,60.51572297504406,3.3447374829159675,0.8963070677687301,0.9972691789953387
quadratic,F2,N1,adam,4,2000,0.01,-1,43.123352325903,2.497867137201812,0.8043659746335465,1.8419682210005703
quadratic,F2,N1,adamw,0,2000,0.01,-1,58.43091176186788,3.1240660548229906,0.8906994564238129,1.0101935769998818
quadratic,F2,N1,adamw,1,2000,0.01,-1,50.0519746352019,2.650162914775884,0.7889924454438026,1.87477256499551
quadratic,F2,N1,adamw,2,2000,0.01,-1,87.79022849660697,4.690632966084741,1.0548752087894087,0.9996719080008916
quadratic,F2,N1,adamw,3,2000,0.01,-1,60.55466610401153,3.346648499566012,0.8965041099199954,1.859929887999897
quadratic,F2,N1,adamw,4,2000,0.01,-1,43.13940911068257,2.4985516977304245,0.8044269174076677,1.8540892559976783
quadratic,F2,N2,sgd,0,2000,0.01,-1,0.38411945456280017,-0.13020251851180276,0.17796999123971544,5.031077037994692
quadratic,F2,N2,sgd,1,2000,0.01,-1,0.42334998147903496,-0.010163403211532612,0.1950241334917224,2.86060958699818
quadratic,F2,N2,sgd,2,2000,0.01,-1,0.45374252760237066,-0.06791324943720756,0.1855084431847768,2.8447533060025307
quadratic,F2,N2,sgd,3,2000,0.01,-1,0.5581856587978905,0.013729395889797158,0.2122597000861076,3.0894577669969294
quadratic,F2,N2,sgd,4,2000,0.01,-1,0.4836564644807408,-0.010882777567581686,0.1979353072675814,5.5449807590048295
quadratic,F2,N2,adam,0,2000,0.01,-1,92.24355356187279,4.82812751729195,1.0692813448059566,2.9171121370018227
quadratic,F2,N2,adam,1,2000,0.01,-1,54.169757540455805,2.9378932313137316,0.8454378980542053,5.5435082010008045
quadratic,F2,N2,adam,2,2000,0.01,-1,35.23814206797129,1.9411950517945775,0.7219723535011232,5.050250055006472
quadratic,F2,N2,adam,3,2000,0.01,-1,54.53721674879231,2.95536439154216,0.8466988098915548,5.529894807994424
quadratic,F2,N2,adam,4,2000,0.01,-1,63.1387259612263,3.4404169264027984,0.9124403112314978,5.545819027000107
quadratic,F2,N2,adamw,0,2000,0.01,-1,92.2846446208535,4.829753110835634,1.0693686299538268,5.527770517001045
quadratic,F2,N2,adamw,1,2000,0.01,-1,54.19801858714848,2.939410675591732,0.8456313361526643,5.526811082003405
quadratic,F2,N2,adamw,2,2000,0.01,-1,35.15263151887115,1.9370212678751515,0.721419774814664,3.0024786420035525
quadratic,F2,N2,adamw,3,2000,0.01,-1,54.51475170065424,2.9542144503327012,0.8465610226680651,3.0382617459981702
quadratic,F2,N2,adamw,4,2000,0.01,-1,63.088982647540945,3.437677889420332,0.9120888449737391,2.8594774119992508
quadratic,F2,N3,sgd,0,2000,0.01,-1,3.838057455322363,0.25269446608125407,0.5900620630703693,1.77816271300253
quadratic,F2,N3,sgd,1,2000,0.01,-1,2.1363046698212607,0.23906746631158488,0.4952016588076308,3.017968683001527
quadratic,F2,N3,sgd,2,2000,0.01,-1,1.7443478979768785,0.13692147594499,0.4771204928111085,1.7403394380016834
quadratic,F2,N3,sgd,3,2000,0.01,-1,1.9882365821864747,0.1555614426653718,0.3617212488684741,1.7406669280026108
quadratic,F2,N3,sgd,4,2000,0.01,-1,2.382649713378633,0.17945442497544103,0.40778951550506354,3.0351647450006567
quadratic,F2,N3,adam,0,2000,0.01,-1,49.5496311827006,2.8965812373394915,1.0154846284828338,1.7593893489975017
quadratic,F2,N3,adam,1,2000,0.01,-1,74.66321628523043,4.373034920487376,1.112475475248616,3.0576091590046417
quadratic,F2,N3,adam,2,2000,0.01,-1,104.83803774273892,5.747918585850718,1.2417068085866694,3.0836010159982834
quadratic,F2,N3,adam,3,2000,0.01,-1,30.534370897418523,1.8934830204510398,0.7848924849397884,1.7455386650035507
quadratic,F2,N3,adam,4,2000,0.01,-1,27.146464701936484,1.7279837514698861,0.7667133836721928,3.073743957997067
quadratic,F2,N3,adamw,0,2000,0.01,-1,49.63069690856797,2.900802172674564,1.0159345448411266,3.0932097010008874
quadratic,F2,N3,adamw,1,2000,0.01,-1,74.65476557906663,4.372488545568998,1.1124202556115923,1.746803579000698
quadratic,F2,N3,adamw,2,2000,0.01,-1,104.82549513682034,5.747013513719469,1.241597658318466,3.0520621949981432
quadratic,F2,N3,adamw,3,2000,0.01,-1,30.529600265239566,1.893277613511191,0.7848521149429616,3.05339930899936
quadratic,F2,N3,adamw,4,2000,0.01,-1,27.18602180934731,1.730214164161979,0.7670415315794806,1.744536109996261
quadratic,F2,N4,sgd,0,2000,0.01,-1,3.6078433049922354,0.1638652926683355,0.4384752823734999,4.068612871997175
quadratic,F2,N4,sgd,1,2000,0.01,-1,2.3317005666227666,0.16128008014222733,0.365679908056786,4.106534093996743
quadratic,F2,N4,sgd,2,2000,0.01,-1,14.943252163242713,1.4515104047104446,1.173815533988253,7.0608446360056405
quadratic,F2,N4,sgd,3,2000,0.01,-1,3.390097022305542,0.34296382182663987,0.5525921404550876,4.103379297994252
quadratic,F2,N4,sgd,4,2000,0.01,-1,3.909134814389031,0.3242573973767372,0.5608005822951908,7.097650347001036
quadratic,F2,N4,adam,0,2000,0.01,-1,47.325227534362384,2.6297929600805094,0.8794704059796442,7.041541787002643
quadratic,F2,N4,adam,1,2000,0.01,-1,125.95015248069063,6.803137682221425,1.2773130412564573,7.096918351999193
quadratic,F2,N4,adam,2,2000,0.01,-1,37.01216185007216,3.871027813988837,1.7909090674481687,4.21766798599856
quadratic,F2,N4,adam,3,2000,0.01,-1,22.276795737586653,1.7954013094454968,0.9727881786614501,7.043561519996729
quadratic,F2,N4,adam,4,2000,0.01,-1,30.68448742882305,2.091213530391365,0.9299192215776125,7.097265399999742
quadratic,F2,N4,adamw,0,2000,0.01,-1,47.39849798485495,2.6340006965543767,0.8800208941007946,7.1146241720052785
quadratic,F2,N4,adamw,1,2000,0.01,-1,125.96306680060704,6.803845819178522,1.2773765550214973,7.112385382999491
quadratic,F2,N4,adamw,2,2000,0.01,-1,36.999741667802176,3.8700923838663797,1.7907309901429251,4.124218114004179
quadratic,F2,N4,adamw,3,2000,0.01,-1,22.21939651325717,1.791887895800243,0.9724999065402196,4.1166298239986645
quadratic,F2,N4,adamw,4,2000,0.01,-1,30.68778148024437,2.0913017771563114,0.9298737402930429,4.173779235999973
quadratic,F3,N1,sgd,0,2000,0.01,-1,0.20776230141866706,-0.14705654004726657,0.15026893960038604,9.334073112993792
quadratic,F3,N1,sgd,1,2000,0.01,-1,0.11333023992518956,-0.043815256806306824,0.13458530253903034,15.170385482000711
quadratic,F3,N1,sgd,2,2000,0.01,-1,0.3743370735981532,-0.06885560561243462,0.20215496094185723,8.728242572993622
quadratic,F3,N1,sgd,3,2000,0.01,-1,0.15170940656380777,-0.03123365217391813,0.13045944924254213,15.249691304998123
quadratic,F3,N1,sgd,4,2000,0.01,-1,0.20134427422299347,-0.04093871388300026,0.1375251255202663,15.06476679300249
quadratic,F3,N1,adam,0,2000,0.01,-1,0.985737585244238,-0.06606060380644735,0.2722826174963151,9.18320944399602
quadratic,F3,N1,adam,1,2000,0.01,-1,0.6366561384914095,0.021855994402268375,0.25560562134746684,15.175438782003766
quadratic,F3,N1,adam,2,2000,0.01,-1,1.0266315237195514,0.015606726529893117,0.3281176362490567,15.128696792999108
quadratic,F3,N1,adam,3,2000,0.01,-1,0.6565824293259976,0.021011974794099192,0.2170815820018547,9.283389322001312
quadratic,F3,N1,adam,4,2000,0.01,-1,0.5063087781782571,0.004320779677012498,0.23622851370565112,15.23487331400247
quadratic,F3,N1,adamw,0,2000,0.01,-1,0.9857211781133551,-0.06606274808200274,0.2722794318530997,14.879685993000749
quadratic,F3,N1,adamw,1,2000,0.01,-1,0.6366440415234974,0.021853863966987186,0.2556016487462565,14.89586804099963
quadratic,F3,N1,adamw,2,2000,0.01,-1,1.0266140688397603,0.015603289802649384,0.3281114464536851,9.403760526998667
quadratic,F3,N1,adamw,3,2000,0.01,-1,0.6565725347814675,0.02101075544603609,0.21707993329676753,8.726197800999216
quadratic,F3,N1,adamw,4,2000,0.01,-1,0.506296075724523,0.004318337719229792,0.23622219167260866,9.414543024999148
quadratic,F3,N2,sgd,0,2000,0.01,-1,0.5147594892388748,-0.12778219597272766,0.17362198284471395,10.663809259000118
quadratic,F3,N2,sgd,1,2000,0.01,-1,0.2747574713644919,-0.025040953406509373,0.17712746637045965,17.933329532002972
quadratic,F3,N2,sgd,2,2000,0.01,-1,0.22574531739692597,-0.08952777188751435,0.1500542509934098,18.889389072995982
quadratic,F3,N2,sgd,3,2000,0.01,-1,0.38895334225450473,0.006692306648380372,0.21594441266417466,17.936934717996337
quadratic,F3,N2,sgd,4,2000,0.01,-1,0.26803600557186424,-0.03177395228856143,0.16428750302271836,17.955219270996167
quadratic,F3,N2,adam,0,2000,0.01,-1,0.8807484777779121,-0.08161816648668563,0.25398763254087653,18.88676187099918
quadratic,F3,N2,adam,1,2000,0.01,-1,0.5085086687934832,0.015483214468579476,0.27331774140720266,17.902549234000617
quadratic,F3,N2,adam,2,2000,0.01,-1,0.9010512251864948,-0.02384969553318783,0.258564047440005,17.96450019400072
quadratic,F3,N2,adam,3,2000,0.01,-1,1.1692438001783234,0.09921704060519276,0.326185360685465,10.71869303099811
quadratic,F3,N2,adam,4,2000,0.01,-1,0.797425084256175,0.026404919902307644,0.26653927644121106,17.905905544001143
quadratic,F3,N2,adamw,0,2000,0.01,-1,0.8807336848754552,-0.08162028036347524,0.25398407656782174,10.747860030001902
quadratic,F3,N2,adamw,1,2000,0.01,-1,0.5084979030022184,0.015480865881343148,0.2733131777978129,10.644129767999402
quadratic,F3,N2,adamw,2,2000,0.01,-1,0.9010366424269961,-0.02385148410710805,0.25856112581655305,10.830198447998555
quadratic,F3,N2,adamw,3,2000,0.01,-1,1.1692255784103693,0.09921431418894883,0.3261816799543904,10.61247052699764
quadratic,F3,N2,adamw,4,2000,0.01,-1,0.797408310811275,0.026402119225707343,0.26653409931856537,10.680197238005348
quadratic,F3,N3,sgd,0,2000,0.01,-1,1.728621476808453,0.10658837819335876,0.5540584059821823,9.670034301998385
quadratic,F3,N3,sgd,1,2000,0.01,-1,1.4555354225873542,0.13238124818991637,0.4015742337354961,10.392313142001512
quadratic,F3,N3,sgd,2,2000,0.01,-1,1.4305317591811446,0.16001143348345054,0.5231214621229124,16.64013140699535
quadratic,F3,N3,sgd,3,2000,0.01,-1,1.1797919985124836,0.10481559406202673,0.3553372138071939,16.635267024001223
quadratic,F3,N3,sgd,4,2000,0.01,-1,1.6996875290505504,0.12548578905081212,0.37718584525332643,16.42273037099949
quadratic,F3,N3,adam,0,2000,0.01,-1,1.5441972052914141,0.061338891261894235,0.489375681624109,16.799396388996684
quadratic,F3,N3,adam,1,2000,0.01,-1,1.1794297031123153,0.10957353174214923,0.38356065495070285,16.43265057899407
quadratic,F3,N3,adam,2,2000,0.01,-1,1.3788982537691936,0.12326365534601205,0.47635706066569056,16.420854325006076
quadratic,F3,N3,adam,3,2000,0.01,-1,1.0996205910064911,0.077988209494116,0.3019109092787448,16.430599030005396
quadratic,F3,N3,adam,4,2000,0.01,-1,1.059317142839603,0.06461320889728053,0.33510838361159945,16.80350256300153
quadratic,F3,N3,adamw,0,2000,0.01,-1,1.5440904735826853,0.06131478365322979,0.48934287167182083,9.689217350001854
quadratic,F3,N3,adamw,1,2000,0.01,-1,1.1793699471176524,0.10955419320190338,0.3835292735904004,9.707286065997323
quadratic,F3,N3,adamw,2,2000,0.01,-1,1.3787777500871854,0.12324045446431903,0.47633139983027856,10.02065501400648
quadratic,F3,N3,adamw,3,2000,0.01,-1,1.0995441720013064,0.07797560503556442,0.30188915039033515,10.559827103003045
