domain,series,filter,optimizer,model,seed,t_conv,conv,slope,floor_p50,floor_p10,floor_p90,auc,final_grad,holdout,alpha_hat,hurst_hat
financial_daily,AAPL,F2,sgd,classification,2,4000,0,-0.8676449528686745,0.0033667763025559613,0.0031166373443707396,0.003659321866501407,-2.2630931077209135,0.003049755183464947,0.4944178628389155,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F2,sgd,classification,3,4000,0,-0.8996396534204607,0.003357794972087099,0.0030790243539646593,0.003657324949381656,-2.26327150815215,0.003029446596038831,0.4960127591706539,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F2,adam,regression,0,46,1,-5.525088225330218,1.5758003020666102e-05,1.559332409614829e-06,9.906784098166727e-05,-4.622050346010596,1.0706812080867482e-05,0.9856301539385355,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F2,adam,regression,1,42,1,0.6224607001668707,3.276088013990576e-05,3.4146247743017807e-06,0.00013688238664131565,-4.531773080383338,4.102491493387381e-05,0.9818124900892892,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F2,adam,regression,2,70,1,1.9626724605954835,2.0388470952058474e-05,6.10745817075584e-06,9.30178366607385e-05,-4.628879478418722,8.53555112762352e-06,0.9872826553452417,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F2,adam,regression,3,54,1,1.8888639238131557,1.7554791154113947e-05,1.9677233844591104e-06,0.00011950388677964804,-4.687211050305693,7.934969902487415e-05,0.9803852972091667,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F2,adam,classification,0,2383,1,-2.197837790343179,4.9725541220573514e-05,4.1869868043130683e-05,6.303630165213232e-05,-3.6817410112865327,4.0525919773433865e-05,0.49282296650717705,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F2,adam,classification,1,2140,1,-2.2634363013293046,3.791215049579249e-05,3.0407930235804414e-05,4.8424280934933515e-05,-3.757411267289453,3.0065641352800618e-05,0.49122807017543857,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F2,adam,classification,2,2261,1,-1.4061294136577596,5.6675430676892914e-05,5.118540883653239e-05,6.648310219176364e-05,-3.6746478842972956,4.74435777480245e-05,0.48963317384370014,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F2,adam,classification,3,2420,1,-1.9099810542357525,5.371696877171404e-05,4.285520749276819e-05,6.545543399758731e-05,-3.667097851892956,4.291377337339639e-05,0.48963317384370014,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,sgd,regression,0,3154,1,-4.3024943099939374,2.3380800597564016e-05,1.1374357990297503e-05,2.984586915698454e-05,-3.973613193115369,1.0426205890264576e-05,0.9960769808910058,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,sgd,regression,1,2561,1,-0.48758990727806667,1.9973014488404535e-05,1.5184516927316687e-05,2.6943228092124536e-05,-4.043641533597075,1.6859589793757428e-05,0.9961498493080141,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,sgd,regression,2,2466,1,-2.1567427649811557,1.510969517987332e-05,1.1849953648991267e-05,1.944208059871872e-05,-4.086521230332338,8.747025455287625e-06,0.9965257509372714,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,sgd,regression,3,2893,1,-3.7187721838649437,2.2187776632481327e-05,1.1169840401386127e-05,2.9881247016463898e-05,-4.02000944763738,1.1338267576865317e-05,0.9955054585046547,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,sgd,classification,0,4000,0,-1.05202508623719,0.0011341322716610736,0.0010331651299364914,0.001260100923482345,-2.7059559551725316,0.0010116238468548205,0.5247208931419458,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,sgd,classification,1,4000,0,-1.0672276451706302,0.0010810290672065076,0.0009797023491773746,0.0012030500096134732,-2.7178121868195766,0.0009629667034835589,0.5247208931419458,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,sgd,classification,2,4000,0,-0.9553240174646909,0.0011440421287793332,0.0010524066486482866,0.0012555178015502702,-2.7066823283949617,0.001025504969913224,0.5263157894736842,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,sgd,classification,3,4000,0,-1.009405328506697,0.0011407447292646556,0.0010292163042088455,0.0012557506678674963,-2.7071432611396786,0.0010143864255964823,0.5247208931419458,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,adam,regression,0,250,1,-1.5003795487084584,5.715275194282702e-05,1.7861916284366202e-05,0.0001787282051175586,-4.142808148176834,5.77060999286861e-05,1.0094776924576039,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,adam,regression,1,606,1,0.2638026495072761,6.012063554530695e-05,1.3608321372922871e-05,0.00016228956161734964,-4.167204500211148,9.304028821135119e-05,0.9917029580957833,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,adam,regression,2,87,1,-1.3586231100504302,5.069606258381453e-05,1.9903043494571943e-05,0.00013297285995510637,-4.190800292353124,3.0086256473092702e-05,1.003315205278868,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,adam,regression,3,140,1,3.8889803470075606,6.698008030108402e-05,2.079433565623465e-05,0.00017329674229710137,-4.186245635576058,8.230572866605168e-05,0.9967336024522714,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,adam,classification,0,3018,1,-2.6370708148803788,2.8317621791542557e-05,2.07344671537077e-05,3.401265590614115e-05,-4.072336582085099,1.9570031298338572e-05,0.5566188197767146,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,adam,classification,1,2269,1,-0.37681524053576876,2.508728399247718e-05,2.235709234627398e-05,2.6972456003536145e-05,-4.132547583194921,2.4563458866242155e-05,0.5454545454545454,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,adam,classification,2,2419,1,-1.0698007972483896,2.8512299301920475e-05,2.6379174892343256e-05,3.396489662782895e-05,-4.091353269487937,2.2540704223728137e-05,0.5486443381180224,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F4,adam,classification,3,2798,1,-1.9364323243237742,2.898191250386198e-05,2.0407286964535284e-05,3.403610590589473e-05,-4.0882014598391105,2.126061583116256e-05,0.5502392344497608,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,sgd,regression,0,3212,1,-3.8514741483407477,3.67720462703825e-05,2.179631066360147e-05,4.601202757814103e-05,-3.760682776719256,2.0552638914294103e-05,1.0262961167023283,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,sgd,regression,1,3011,1,-0.8781573496026139,3.559755361189991e-05,3.205880474791398e-05,4.497059630952434e-05,-3.791804808556299,2.9281900317823555e-05,1.0261068300487497,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,sgd,regression,2,2711,1,-1.938207704145232,2.7237740324389876e-05,2.2245213086239413e-05,3.295261676988334e-05,-3.848170294744504,1.778898709958115e-05,1.02490121363769,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,sgd,regression,3,3226,1,-3.4272981398683826,3.795869314082957e-05,2.1571265502426346e-05,5.0621290024745405e-05,-3.78597292833445,2.2204019890419298e-05,1.025191082418104,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,sgd,classification,0,4000,0,-1.07885691566318,0.0014224882659212364,0.0012936915760617279,0.0015829330035217089,-2.590712554668994,0.0012663829743638454,0.5247208931419458,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,sgd,classification,1,4000,0,-1.083660890733808,0.0013586881579868869,0.0012313850160605242,0.0015133975696995493,-2.6020295144031,0.0012104508749834245,0.5215311004784688,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,sgd,classification,2,4000,0,-0.9918912364012314,0.0014315484883184954,0.0013146314589739365,0.0015765432513045366,-2.591425700602035,0.0012811564391538104,0.5231259968102073,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,sgd,classification,3,4000,0,-1.0322186096902557,0.0014282463638687376,0.0012883922191027936,0.0015751049134048588,-2.5923969909588394,0.0012685723896755947,0.5231259968102073,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,adam,regression,0,245,1,-1.5909319524278358,6.266938715433713e-05,1.5382973245949275e-05,0.00020307321182195067,-4.0989759282934,4.484705173155376e-05,1.0430039415529633,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,adam,regression,1,205,1,0.00891227721202051,6.247756058169714e-05,1.2988618785592964e-05,0.0001759865468959107,-4.133683898198166,0.00011863130780119355,1.0232395360552284,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,adam,regression,2,347,1,-1.1080751967212,5.0853787348875234e-05,1.9911558797715368e-05,0.00015724656294291298,-4.156521900293506,2.4834877110588058e-05,1.0311158370250015,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,adam,regression,3,145,1,3.771364620190679,7.19119006517551e-05,1.642029032456614e-05,0.000196847266326449,-4.148046038494495,5.982195471522328e-05,1.0242722033863016,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,adam,classification,0,3128,1,-2.483400690719076,4.407934733704886e-05,3.396927685616014e-05,5.305796623003746e-05,-3.8759275935905926,3.2518720114465104e-05,0.5486443381180224,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,adam,classification,1,2502,1,-0.33357078153402947,4.0471269554736204e-05,3.6824341254037606e-05,4.4323791064386904e-05,-3.9193481586543504,3.8896817951753016e-05,0.543859649122807,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,adam,classification,2,2712,1,-1.3034346826710166,4.4596543150146175e-05,3.960026557886764e-05,5.4548336142783666e-05,-3.88838600787739,3.355758065082057e-05,0.5518341307814992,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F7,adam,classification,3,2917,1,-1.9406906856050723,4.607070219680908e-05,3.3444753980517574e-05,5.434216210710507e-05,-3.8868579991834604,3.4698917139069055e-05,0.5470494417862839,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,sgd,regression,0,2072,1,-3.454506272704236,5.906776111969021e-06,5.2545940514914885e-06,9.14439082145103e-06,-4.246965724089578,5.1817395683138065e-06,0.987212258899909,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,sgd,regression,1,1664,1,1.9486174930359612,6.747088741028056e-06,4.858003226631718e-06,9.974904302502055e-06,-4.396766436551073,6.991207235508451e-06,0.9884363702597557,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,sgd,regression,2,2043,1,-1.1860988493355413,1.1056930398338177e-05,9.03734710822846e-06,1.4010939064215064e-05,-4.233191919993449,7.3868931439236375e-06,0.9862870662039553,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,sgd,regression,3,2014,1,-2.5058918963899974,6.6188134487495315e-06,4.862656946122991e-06,1.0469886417277825e-05,-4.253093908049676,5.380708501867343e-06,0.9870530722286772,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,sgd,classification,0,4000,0,-0.8068317645736247,0.0032484753011700254,0.0030210618424175942,0.003518202543542313,-2.310673366130097,0.002969742511237074,0.47208931419457734,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,sgd,classification,1,4000,0,-0.8200505135553031,0.003178395038736879,0.0029452315719200413,0.0034445878526485384,-2.3161686839987135,0.0028987722289779134,0.47208931419457734,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,sgd,classification,2,4000,0,-0.761672750197781,0.0032676731167266765,0.0030509841843266695,0.0035163109793850127,-2.31078627954422,0.002992319788942103,0.4704944178628389,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,sgd,classification,3,4000,0,-0.7907436679361092,0.0032599748825523204,0.0030177094245024193,0.00351479403561331,-2.310946247316308,0.0029742719895115514,0.47208931419457734,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,adam,regression,0,109,1,-6.332321330256669,9.648556463511324e-06,1.3030555688019492e-06,7.58011264362448e-05,-4.778484387681205,2.378439051221313e-06,0.9864806942960502,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,adam,regression,1,133,1,1.2243973764144769,2.4912595866669227e-05,2.202189340930648e-06,0.00011302182138986716,-4.691363248198666,2.2440684225351404e-05,0.9843238655538766,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,adam,regression,2,86,1,2.3314377951112504,1.565070967124352e-05,2.1874434824122107e-06,7.436161834761134e-05,-4.8044569142902755,1.072259527418823e-05,0.9869548921595134,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,adam,regression,3,88,1,2.004325730479345,1.5726435546203736e-05,1.6860687019518534e-06,8.534833864961941e-05,-4.836871193289813,7.35422688281644e-05,0.9833912753197491,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,adam,classification,0,3089,1,-1.963971351272176,6.400582091054758e-05,5.493197521263934e-05,7.903311125938333e-05,-3.621402279860806,5.320522810708181e-05,0.47208931419457734,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,adam,classification,1,2794,1,-2.0236209397889144,5.130282335657502e-05,4.219656720718343e-05,6.362155847053632e-05,-3.6854084246121666,4.144035124914836e-05,0.47208931419457734,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,adam,classification,2,3141,1,-1.332230912498064,7.130654517043615e-05,6.447973150247597e-05,8.252737764088218e-05,-3.615691288991208,6.051569727727776e-05,0.47208931419457734,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F10,adam,classification,3,3213,1,-1.734466498532338,6.837071488724678e-05,5.592127746446671e-05,8.179773695653486e-05,-3.608160203777013,5.589236754071249e-05,0.47368421052631576,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,sgd,regression,0,521,1,-0.5649841195189981,2.6936150918896962e-05,5.592670395179059e-06,8.632710175849565e-05,-3.9910011709082247,4.7812956492320707e-05,1.0980224409393569,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,sgd,regression,1,501,1,2.2078764199158534,3.062335289392976e-05,8.237221410362024e-06,9.747570443381113e-05,-4.05561892095611,4.8176407013077966e-05,1.0959210607710863,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,sgd,regression,2,501,1,-2.5944202971153327,3.458640100151899e-05,1.3944241115475637e-05,6.23343281574095e-05,-4.052997861571903,1.5413243538857236e-05,1.097724027564967,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,sgd,regression,3,491,1,3.1727723252498374,3.2162420878514e-05,1.2212986737063485e-05,9.746602445782467e-05,-4.076918486479534,9.864915784927149e-06,1.0955253627289374,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,sgd,classification,0,4000,0,-2.5376253513563665,0.00023073653112571808,0.00017557143793759444,0.0002869016400942612,-3.0690744094593425,0.00016833211348190837,0.49282296650717705,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,sgd,classification,1,4000,0,-2.140274830023198,0.0002111734056896019,0.00017834101246122012,0.0002518350271039663,-3.0873786603113453,0.00016964572788494953,0.49920255183413076,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,sgd,classification,2,4000,0,-1.8437936655855751,0.00021369671124409138,0.00017809816796671642,0.00024809434168031607,-3.101042191868888,0.00016450990041708838,0.49760765550239233,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,sgd,classification,3,4000,0,-2.5065739234730553,0.00022991288891788077,0.0001689147457472025,0.00028422330707672457,-3.0764868470541953,0.000167707936697682,0.4960127591706539,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,adam,regression,0,93,1,-0.9500796470272697,0.0005662203269837691,0.00019117247057987846,0.0016048684692652724,-3.2172780019546408,0.0006471522009860256,1.08909718013126,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,adam,regression,1,85,1,-0.5052375133793378,0.00047235593741794377,0.00017852703879207973,0.001347741997198616,-3.254420063387897,0.0006173184897149939,1.087993674124085,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,adam,regression,2,77,1,-0.35138294167901624,0.000524517935809653,0.00018858059122206074,0.0014926434074724795,-3.2279083936573065,0.0008155454223788122,1.11037151061079,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,adam,regression,3,86,1,1.5439302276272784,0.0005459920891916386,0.0002151162909191964,0.0011759287293364828,-3.2410300829785266,0.0001346718387298319,1.0884481624554636,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,adam,classification,0,398,1,-1.457340371563973,4.748067327232774e-05,1.7443829118508495e-05,0.00015298085965897008,-4.075497461045995,3.966634043853798e-05,0.49760765550239233,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,adam,classification,1,507,1,0.7905800601781835,5.539945300891845e-05,1.4668665549816169e-05,0.00013926921314118653,-4.136602638370403,5.8050965603734844e-05,0.5039872408293461,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,adam,classification,2,470,1,-1.8023046032629557,5.460452097610863e-05,1.858187102990489e-05,0.00012030306732703936,-4.132653599597581,2.885323586339533e-05,0.49760765550239233,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,F11,adam,classification,3,379,1,1.7433179889520474,6.207931497013741e-05,2.2407968893841233e-05,0.00013350730561211468,-4.145311886851448,4.07706743075078e-05,0.507177033492823,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,FA,sgd,regression,0,1317,1,-4.4274283505292775,7.345298456370451e-06,5.020509226078391e-06,1.0686971684854087e-05,-4.148896682164773,9.619558526205678e-06,1.003992054503225,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,FA,sgd,regression,1,1287,1,0.8118127001121667,1.0686153411017853e-05,3.596545038497535e-06,3.177865367733481e-05,-4.145836252420326,5.6123963880451704e-06,1.0023631048568855,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,FA,sgd,regression,2,1145,1,-0.711151745200352,1.2131047382743487e-05,6.954511072472819e-06,2.0299337162782607e-05,-4.246000462368413,6.185919608226291e-06,1.0033461390081202,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,FA,sgd,regression,3,1321,1,-3.3112452811029573,9.206353480126564e-06,4.332510775789344e-06,1.3011688216088273e-05,-4.196137720268692,2.6389856594985977e-06,1.0030352971926602,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,FA,sgd,classification,0,4000,0,-1.6595160976367997,0.0005877658139524475,0.0005043730760234145,0.000691125031328474,-2.8480705163472604,0.0004884794955291199,0.5231259968102073,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,FA,sgd,classification,1,4000,0,-1.6184833452303273,0.0005345358548856561,0.0004635034135749071,0.0006294791252483334,-2.8700300536133367,0.00045523130422913896,0.529505582137161,1.3936787852089647,0.05966395853845447
financial_daily,AAPL,FA,sgd,classification,2,4000,0,-1.463188951193723,0.0005823869938726176,0.0005124637782415317,0.0006689309790819222,-2.8547338537797824,0.0004904666199043078,0.5215311004784688,1.3936787852089647,0.05966395853845447
